locID,pnldep,mesh,fishID,sex,age,len,wgt
Deer Park,71.65,5,19565,M,NA,481,1100
Deer Park,71.65,5,19566,M,NA,490,1200
Deer Park,71.65,5,19567,M,NA,528,1300
Deer Park,71.65,5,19568,F,NA,531,1500
Deer Park,71.65,5,19569,M,NA,544,1400
Deer Park,71.65,5,19570,F,NA,529,1500
Deer Park,71.65,5,19571,F,NA,575,1700
Deer Park,72.71,6,19572,F,NA,451,800
Deer Park,72.71,6,19573,M,NA,540,1500
Deer Park,73.48,3,19574,M,NA,450,700
Deer Park,73.48,3,19575,F,NA,495,1000
Deer Park,73.78,2.5,19576,M,NA,553,1600
Deer Park,73.78,2.5,19577,M,NA,741,4300
Deer Park,73.78,2.5,19578,F,NA,592,1700
Deer Park,73.78,2.5,19579,M,NA,529,1300
Deer Park,73.78,2.5,19580,M,NA,526,1400
Deer Park,73.78,2.5,19581,F,NA,477,1000
Deer Park,73.78,2.5,19582,F,NA,528,1400
Deer Park,73.78,2.5,19583,M,NA,508,1200
Deer Park,73.78,2.5,19584,F,NA,476,1100
Deer Park,73.78,2.5,19585,F,NA,381,500
Deer Park,73.78,2.5,19586,F,NA,418,600
Deer Park,73.78,2.5,19587,F,NA,472,1000
Deer Park,73.78,2.5,19588,M,NA,407,500
Deer Park,73.78,2.5,19589,F,NA,380,500
Deer Park,73.78,2.5,19590,M,NA,373,500
Deer Park,73.78,2.5,19591,M,NA,438,700
Deer Park,74.24,4.5,19592,F,NA,513,1300
Deer Park,74.24,4.5,19593,F,NA,530,1400
Deer Park,74.24,4.5,19594,M,NA,532,1200
Deer Park,74.24,4.5,19595,F,NA,593,2200
Deer Park,74.24,4.5,19596,F,NA,548,1900
Deer Park,74.24,4.5,19597,M,NA,528,1400
Deer Park,74.24,4.5,19598,F,NA,550,1300
Deer Park,74.24,4.5,19599,M,NA,450,700
Deer Park,74.24,4.5,19600,M,NA,521,1300
Deer Park,74.24,4.5,19601,M,NA,500,1100
Deer Park,74.7,6,19602,M,NA,560,1000
Deer Park,75.46,5,19603,M,NA,515,1400
Deer Park,75.46,5,19604,M,NA,576,1400
Deer Park,75.46,5,19605,M,NA,498,1200
Deer Park,75.46,5,19606,M,NA,584,1600
Deer Park,75.46,5,19607,F,NA,568,700
Deer Park,76.52,5.5,19609,F,NA,548,1800
Deer Park,76.52,5.5,19610,M,NA,618,2100
Deer Park,76.52,5.5,19611,F,NA,522,1200
Deer Park,76.83,3.5,19612,F,NA,597,2100
Deer Park,76.83,3.5,19613,F,NA,429,700
Deer Park,76.83,3.5,19614,M,NA,530,1500
Deer Park,76.83,3.5,19615,M,NA,556,1700
Deer Park,76.83,3.5,19616,F,NA,544,1500
Deer Park,76.83,3.5,19617,F,NA,523,1400
Deer Park,76.83,3.5,19618,F,NA,493,1200
Deer Park,76.83,3.5,19619,F,NA,500,1200
Deer Park,76.83,3.5,19620,F,NA,539,1400
Deer Park,76.83,3.5,19621,M,NA,486,1100
Deer Park,76.83,3.5,19622,F,NA,483,1100
Deer Park,76.83,3.5,19623,M,NA,441,700
Deer Park,76.83,3.5,19624,F,NA,550,1500
Deer Park,76.98,4,19625,F,NA,762,4100
Deer Park,76.98,4,19626,F,NA,680,3400
Deer Park,76.98,4,19627,M,NA,593,2100
Deer Park,76.98,4,19628,F,NA,600,1800
Deer Park,76.98,4,19629,M,NA,436,700
Deer Park,76.98,4,19630,F,NA,485,1000
Deer Park,76.98,4,19631,M,NA,511,1300
Deer Park,76.98,4,19632,M,NA,560,1800
Deer Park,77.9,2,19633,M,NA,522,1100
Deer Park,77.9,2,19634,NA,NA,452,800
Deer Park,77.9,2,19635,NA,NA,570,1700
Deer Park,77.9,2,19636,F,NA,629,2000
Deer Park,77.9,2,19637,M,NA,340,400
Deer Park,77.9,2,19638,F,NA,562,1600
Deer Park,23.93,3,19639,NA,NA,413,900
Deer Park,18.75,3.5,19640,NA,NA,496,900
Deer Park,18.75,3.5,19642,NA,NA,590,1500
Deer Park,18.75,3.5,19643,NA,NA,495,1000
Deer Park,18.75,3.5,19644,NA,NA,427,700
Deer Park,18.75,3.5,19648,NA,NA,385,600
Deer Park,18.75,3.5,19649,NA,NA,400,1000
Deer Park,18.75,3.5,19650,NA,NA,432,800
Deer Park,17.23,5.5,19651,NA,NA,374,300
Deer Park,16.31,5,19653,NA,NA,496,900
Deer Park,15.55,4,19654,NA,NA,486,1200
Deer Park,15.55,4,19655,NA,NA,566,1600
Deer Park,15.55,4,19656,NA,NA,448,500
Deer Park,15.4,4.5,19661,NA,NA,542,1500
Deer Park,15.4,4.5,19662,NA,NA,510,900
Deer Park,17.84,3.5,19669,NA,NA,508,1100
Deer Park,17.84,2.5,19670,NA,NA,572,1700
Deer Park,18.29,4.5,19673,NA,NA,444,600
Deer Park,18.9,3.5,19677,NA,NA,562,2000
Deer Park,19.66,4,19678,NA,NA,530,1600
Blind Sucker,47.1,3.5,19858,M,10,472,800
Blind Sucker,29.12,4.5,19684,M,NA,509,1100
Little Lake Harbor,21.04,5.5,19282,F,11,523,1700
Blind Sucker,22.71,4,19707,M,12,474,800
Little Lake Harbor,51.07,6,19346,F,12,524,1700
Blind Sucker,60.52,4,19733,M,11,482,900
Blind Sucker,62.35,3.5,19741,F,17,526,1800
Little Lake Harbor,49.85,2,19322,M,10,483,900
Little Lake Harbor,49.54,3.5,19252,M,10,485,1000
Blind Sucker,68.75,2.5,19751,F,12,527,1600
Little Lake Harbor,51.83,3.5,19327,M,13,487,1200
Blind Sucker,43.45,3.5,19846,F,13,527,1200
Little Lake Harbor,51.83,3.5,19328,F,11,530,1400
Little Lake Harbor,35.67,4,19230,M,9,488,1200
Blind Sucker,45.58,4.5,19720,F,16,530,700
Little Lake Harbor,37.04,3,19300,M,11,488,1150
Blind Sucker,62.35,3.5,19743,M,10,490,1100
Blind Sucker,36.43,4.5,19817,M,9,492,1000
Grand Marais,50.46,4,19905,M,11,495,1200
Blind Sucker,28.05,3.5,19687,M,10,496,1200
Little Lake Harbor,21.19,5,19280,M,10,497,1100
Blind Sucker,36.43,4.5,19818,F,11,530,1400
Little Lake Harbor,46.49,3.5,19242,F,11,533,1100
Grand Marais,45.73,3.5,19896,F,11,535,1300
Little Lake Harbor,51.83,3.5,19330,M,11,498,1350
Blind Sucker,47.1,3.5,19859,M,12,500,1200
Blind Sucker,58.69,3.5,19728,M,12,502,1100
Blind Sucker,59.6,6,19766,F,13,536,1500
Grand Marais,50.46,4,19906,M,11,504,1300
Grand Marais,37.35,2.5,19881,M,12,506,1400
Little Lake Harbor,43.75,3.5,19311,M,11,507,1250
Blind Sucker,60.52,2,19779,M,12,508,1000
Little Lake Harbor,49.54,3.5,19253,M,11,510,1400
Little Lake Harbor,21.19,5,19281,F,11,537,1300
Blind Sucker,69.51,5,19761,M,12,510,1100
Blind Sucker,60.06,4.5,19775,F,11,537,1900
Grand Marais,50.46,4,19904,F,13,542,1600
Grand Marais,23.48,3.5,19941,F,12,542,1300
Grand Marais,58.84,4.5,19919,M,11,511,1000
Little Lake Harbor,39.79,4,19304,F,13,543,1500
Little Lake Harbor,36.13,2.5,19297,F,11,544,1700
Little Lake Harbor,43.75,3.5,19310,F,9,545,1400
Little Lake Harbor,23.93,3,19259,F,13,546,1500
Blind Sucker,63.26,4.5,19738,M,11,512,1200
Blind Sucker,62.2,4,19762,M,11,512,1300
Little Lake Harbor,22.41,5,19268,F,13,547,1800
Grand Marais,39.94,4.5,19886,M,13,512,1200
Little Lake Harbor,23.78,6,19260,M,11,517,1250
Blind Sucker,60.06,4,19771,F,10,547,1400
Little Lake Harbor,23.48,2.5,19263,M,12,517,1200
Little Lake Harbor,40.85,3,19234,F,12,550,15800
Little Lake Harbor,49.85,2,19321,M,11,517,1000
Blind Sucker,36.43,4.5,19819,M,12,517,1400
Blind Sucker,66.62,5,19748,F,12,550,1600
Grand Marais,44.05,2.5,19892,M,12,520,1400
Blind Sucker,69.51,5,19760,F,13,550,1500
Grand Marais,57.93,3.5,19918,F,11,553,1600
Little Lake Harbor,51.52,2.5,19325,F,12,554,2200
Grand Marais,45.73,3.5,19901,M,12,520,1400
Little Lake Harbor,42.53,4.5,19307,F,15,555,1450
Blind Sucker,69.21,4.5,19759,M,13,522,1000
Little Lake Harbor,51.83,3.5,19329,M,12,525,1400
Blind Sucker,22.1,5.5,19783,F,13,555,1500
Blind Sucker,37.04,2.5,19824,F,13,556,1700
Little Lake Harbor,51.83,2.5,19335,F,12,558,1600
Blind Sucker,37.04,2.5,19825,F,12,560,1600
Grand Marais,50.46,4,19907,F,12,560,1600
Blind Sucker,68.75,2.5,19756,F,12,563,1500
Blind Sucker,45.58,4.5,19719,M,11,527,1600
Little Lake Harbor,51.83,4.5,19332,F,12,565,2200
Little Lake Harbor,51.83,5,19342,F,12,566,2000
Little Lake Harbor,48.32,4,19319,M,10,530,1850
Little Lake Harbor,44.97,5,19239,M,12,535,1600
Blind Sucker,63.57,3,19736,F,18,566,1800
Blind Sucker,22.26,5,19709,M,12,535,1300
Blind Sucker,62.04,4,19744,M,13,535,1500
Little Lake Harbor,45.27,4,19240,M,12,538,1550
Blind Sucker,26.68,5.5,19695,M,12,541,1500
Little Lake Harbor,48.32,4,19247,F,13,567,1700
Grand Marais,24.24,4,19939,F,11,568,1600
Blind Sucker,20.43,4.5,19786,M,11,542,1400
Blind Sucker,48.78,4,19865,M,13,542,1500
Blind Sucker,33.54,6,19801,M,NA,560,1600
Blind Sucker,33.54,6,19802,M,NA,548,1900
Blind Sucker,33.54,6,19803,F,NA,580,1900
Blind Sucker,34.15,3,19806,M,NA,515,1300
Blind Sucker,34.76,3.5,19808,M,NA,521,1300
Blind Sucker,34.76,3.5,19809,M,NA,526,1100
Blind Sucker,34.76,3.5,19810,M,NA,415,500
Blind Sucker,35.37,5,19811,M,NA,547,1500
Blind Sucker,35.82,4,19812,F,NA,457,800
Blind Sucker,35.82,4,19813,F,NA,538,1600
Blind Sucker,35.82,4,19814,F,NA,595,1900
Blind Sucker,36.13,2,19815,F,NA,566,2000
Blind Sucker,36.13,2,19816,M,NA,468,800
Little Lake Harbor,51.37,3.5,19345,M,10,550,1500
Blind Sucker,63.26,4.5,19739,F,13,569,1700
Blind Sucker,60.52,2,19778,M,13,550,1400
Blind Sucker,50.15,4.5,19869,F,12,578,1800
Blind Sucker,36.74,5.5,19821,M,NA,545,2000
Grand Marais,55.18,5,19910,M,14,552,1500
Little Lake Harbor,51.83,2,19341,F,11,588,2000
Little Lake Harbor,51.83,4.5,19334,F,12,591,2300
Blind Sucker,37.35,3,19827,M,NA,491,1100
Blind Sucker,37.35,3,19830,M,NA,398,500
Blind Sucker,37.35,3,19831,M,NA,660,2300
Blind Sucker,37.65,4,19832,M,NA,493,1000
Blind Sucker,38.41,4.5,19833,M,NA,579,1800
Blind Sucker,38.87,2,19834,M,NA,559,1500
Blind Sucker,38.87,2,19835,F,NA,511,1200
Blind Sucker,39.33,3,19839,M,NA,600,2000
Blind Sucker,41.16,2.5,19841,F,NA,583,2000
Blind Sucker,42.07,3.5,19842,F,NA,555,1700
Little Lake Harbor,21.65,3,19270,M,13,553,1500
Blind Sucker,49.54,5.5,19868,F,13,591,1800
Blind Sucker,50,2,19871,F,13,595,1600
Little Lake Harbor,46.8,4.5,19244,F,14,597,2550
Blind Sucker,44.05,5,19848,F,NA,591,2100
Blind Sucker,44.05,5,19849,F,NA,532,1400
Blind Sucker,44.05,5,19850,M,NA,540,1600
Blind Sucker,44.82,2.5,19851,M,NA,535,1500
Blind Sucker,44.82,2.5,19852,F,NA,517,1400
Blind Sucker,44.82,2.5,19853,M,NA,408,500
Blind Sucker,44.82,2.5,19854,F,NA,540,1500
Blind Sucker,46.34,4.5,19855,F,NA,427,900
Blind Sucker,46.34,4.5,19856,M,NA,483,1300
Blind Sucker,47.1,3.5,19857,M,NA,535,1500
Blind Sucker,27.59,3,19694,M,13,555,1400
Blind Sucker,49.54,5.5,19867,M,12,566,1600
Little Lake Harbor,48.32,4,19318,F,13,602,2300
Blind Sucker,47.56,6,19862,F,NA,583,2000
Blind Sucker,47.56,6,19863,M,NA,569,1800
Little Lake Harbor,20.88,3.5,19283,F,15,604,2300
Little Lake Harbor,51.83,4.5,19333,M,14,572,2000
Little Lake Harbor,22.87,4,19265,M,10,573,1750
Blind Sucker,25.76,4,19698,F,12,610,2200
Blind Sucker,52.29,5.5,19722,F,14,610,2000
Little Lake Harbor,46.8,4.5,19245,F,20,613,3100
Grand Marais,33.08,5,19872,M,NA,438,700
Grand Marais,33.69,6,19873,M,NA,482,1100
Blind Sucker,61.89,5,19734,F,16,617,2200
Grand Marais,34.45,4.5,19876,M,NA,455,800
Grand Marais,35.37,4,19878,M,NA,478,1000
Little Lake Harbor,51.83,4.5,19331,M,13,575,1900
Grand Marais,38.11,3,19882,F,NA,458,800
Grand Marais,38.72,4,19883,F,NA,495,1000
Grand Marais,38.72,4,19884,F,NA,467,800
Grand Marais,38.72,4,19885,NA,NA,472,800
Blind Sucker,58.69,3.5,19730,M,10,575,1000
Grand Marais,41.62,3,19887,F,NA,463,900
Grand Marais,41.62,3,19888,F,NA,488,1200
Grand Marais,44.05,2.5,19889,F,NA,390,400
Grand Marais,44.05,2.5,19890,F,NA,433,600
Grand Marais,44.05,2.5,19891,M,NA,442,700
Blind Sucker,59.91,3.5,19776,M,12,575,2100
Grand Marais,45.73,3.5,19895,M,NA,465,1000
Blind Sucker,62.35,3.5,19740,F,15,620,2300
Grand Marais,45.73,3.5,19897,F,NA,415,600
Grand Marais,45.73,3.5,19898,M,NA,372,400
Grand Marais,45.73,3.5,19899,M,NA,492,300
Grand Marais,45.73,3.5,19900,M,NA,320,300
Blind Sucker,42.84,4,19843,M,13,575,1600
Grand Marais,45.73,3.5,19902,M,NA,405,600
Grand Marais,45.73,3.5,19903,M,NA,459,900
Little Lake Harbor,39.79,4,19302,F,15,630,2900
Blind Sucker,29.12,4.5,19683,M,15,585,2100
Grand Marais,55.18,5,19911,M,19,585,2000
Blind Sucker,26.68,5.5,19696,F,10,643,2400
Grand Marais,50.46,4,19908,F,NA,418,700
Grand Marais,33.69,6,19874,F,15,643,2400
Little Lake Harbor,44.66,2.5,19238,M,14,600,2250
Grand Marais,65.4,4.5,19928,M,19,600,2000
Grand Marais,55.95,2.5,19912,F,NA,499,1100
Grand Marais,55.95,2.5,19913,F,NA,463,1000
Grand Marais,55.95,2.5,19914,NA,NA,430,500
Blind Sucker,62.04,4,19745,F,19,647,2500
Grand Marais,57.93,3.5,19916,M,NA,480,1000
Grand Marais,57.93,3.5,19917,M,NA,474,900
Little Lake Harbor,21.19,3.5,19274,F,21,667,2900
Blind Sucker,22.71,4,19706,M,13,607,2400
Grand Marais,61.28,3.5,19920,F,NA,477,900
Grand Marais,61.28,3.5,19921,F,NA,440,700
Grand Marais,61.28,3.5,19922,F,NA,398,400
Grand Marais,62.96,3,19923,M,NA,429,600
Grand Marais,62.96,3,19924,F,NA,456,700
Grand Marais,62.96,3,19925,M,NA,442,700
Grand Marais,64.02,4,19926,M,NA,478,900
Grand Marais,64.02,4,19927,M,NA,467,1000
Little Lake Harbor,18.9,3,19289,M,11,608,2100
Grand Marais,32.93,2,19929,M,NA,457,600
Grand Marais,26.98,3.5,19930,M,NA,483,900
Grand Marais,26.98,3.5,19931,M,NA,404,500
Grand Marais,26.52,3,19932,M,NA,396,600
Grand Marais,25.91,4,19934,NA,NA,490,1100
Grand Marais,24.85,6,19936,F,NA,435,800
Grand Marais,24.7,3,19937,M,NA,428,600
Blind Sucker,68.75,2.5,19757,F,13,676,2800
Grand Marais,23.48,3.5,19940,M,NA,452,800
Little Lake Harbor,43.14,2.5,19308,F,14,694,4000
Grand Marais,23.63,2.5,19942,F,NA,456,700
Grand Marais,23.48,3,19943,F,NA,454,700
Grand Marais,23.02,4.5,19945,F,NA,460,1000
Grand Marais,23.17,3,19947,F,NA,462,900
Grand Marais,19.66,3,19953,M,NA,386,550
Grand Marais,19.66,3,19954,M,NA,417,600
Grand Marais,19.66,3,19955,M,NA,398,500
Grand Marais,19.66,3,19956,F,NA,446,800
Grand Marais,43.9,2,19963,F,NA,442,650
Grand Marais,43.9,2,19964,M,NA,396,600
Grand Marais,43.9,2,19965,F,NA,354,400
Grand Marais,43.9,2,19966,M,NA,445,500
Grand Marais,43.9,2,19967,F,NA,335,300
Grand Marais,43.9,2,19968,NA,NA,426,500
Grand Marais,47.1,4.5,19969,F,NA,460,800
Grand Marais,47.1,4.5,19970,M,NA,465,1000
Grand Marais,47.1,4.5,19971,F,NA,491,1000
Grand Marais,47.1,4.5,19972,M,NA,451,800
Grand Marais,51.07,5.5,19973,F,NA,415,500
Grand Marais,51.07,5.5,19974,M,NA,581,1900
Grand Marais,54.73,3,19975,M,NA,450,800
Grand Marais,54.73,3,19976,F,NA,440,700
Grand Marais,54.73,3,19977,M,NA,392,400
Grand Marais,54.73,3,19978,F,NA,404,400
Grand Marais,54.73,3,19979,M,NA,465,800
Grand Marais,54.73,3,19980,M,NA,451,500
Grand Marais,54.73,3,19981,F,NA,350,200
Grand Marais,58.38,2.5,19982,M,NA,480,900
Grand Marais,58.38,2.5,19983,F,NA,430,700
Grand Marais,58.38,2.5,19984,F,NA,333,200
Grand Marais,58.38,2.5,19985,F,NA,457,900
Grand Marais,58.38,2.5,19986,M,NA,309,200
Grand Marais,58.38,2.5,19987,M,NA,600,1700
Grand Marais,61.43,3.5,19988,F,NA,442,700
Grand Marais,61.43,3.5,19989,F,NA,428,500
Grand Marais,61.43,3.5,19990,F,NA,545,1300
Grand Marais,61.43,3.5,19991,F,NA,449,800
Grand Marais,61.43,3.5,19992,F,NA,407,600
Grand Marais,61.43,3.5,19993,F,NA,507,1100
Grand Marais,70.43,2.5,19994,M,NA,434,600
Grand Marais,70.43,2.5,19995,M,NA,405,450
Grand Marais,70.43,2.5,19996,F,NA,502,1000
Grand Marais,76.83,3.5,19997,M,NA,497,1000
Grand Marais,76.83,3.5,19998,M,NA,482,900
Grand Marais,76.83,3.5,19999,F,NA,453,900
Grand Marais,76.83,3.5,20000,M,NA,420,600
Grand Marais,76.83,3.5,20002,M,NA,490,1000
Grand Marais,80.95,2,20004,M,NA,446,850
Grand Marais,80.95,2,20005,F,NA,348,400
Grand Marais,80.95,2,20006,F,NA,295,200
Grand Marais,80.95,2,20007,M,NA,351,300
Grand Marais,80.95,2,20008,M,NA,285,200
Grand Marais,80.95,2,20009,F,NA,295,250
Grand Marais,80.95,2,20010,M,NA,335,300
Grand Marais,87.35,5.5,20014,F,NA,319,200
Grand Marais,90.85,2.5,20016,M,NA,372,400
Grand Marais,90.85,2.5,20018,M,NA,400,500
Grand Marais,90.85,2.5,20019,M,NA,465,1100
Grand Marais,90.85,2.5,20020,M,NA,454,1300
Grand Marais,90.85,2.5,20021,F,NA,427,700
Grand Marais,90.85,2.5,20022,F,NA,415,700
Grand Marais,90.85,2.5,20023,F,NA,392,500
Grand Marais,90.85,2.5,20024,M,NA,351,300
Grand Marais,90.85,2.5,20025,M,NA,395,300
Grand Marais,90.85,2.5,20026,F,NA,398,400
Grand Marais,90.85,2.5,20027,M,NA,368,300
Grand Marais,90.85,2.5,20028,F,NA,385,300
Grand Marais,90.85,2.5,20029,M,NA,503,900
Grand Marais,90.85,2.5,20030,M,NA,315,200
Grand Marais,90.85,2.5,20031,F,NA,338,200
Grand Marais,90.85,2.5,20032,M,NA,360,300
Grand Marais,90.85,2.5,20033,NA,NA,292,150
Grand Marais,90.85,2.5,20034,M,NA,395,450
Grand Marais,90.85,2.5,20035,M,NA,336,250
Grand Marais,90.85,2.5,20036,M,NA,370,300
Grand Marais,90.85,2.5,20037,M,NA,323,200
Grand Marais,92.68,4.5,20038,F,NA,472,750
Grand Marais,98.78,3.5,20039,F,NA,487,800
Grand Marais,98.78,3.5,20040,M,NA,490,700
Grand Marais,98.78,3.5,20041,M,NA,405,500
Grand Marais,101.52,2,20042,M,NA,575,1800
Grand Marais,101.52,2,20043,F,NA,532,1000
Grand Marais,101.52,2,20044,F,NA,354,300
Grand Marais,101.52,2,20045,M,NA,329,200
Grand Marais,101.52,2,20046,F,NA,361,400
Grand Marais,101.52,2,20047,F,NA,283,250
Grand Marais,102.59,6,20049,M,NA,272,150
Grand Marais,103.51,2.5,20050,M,NA,440,650
Grand Marais,104.42,3,20051,M,NA,415,500
Grand Marais,108.69,4.5,20052,F,NA,452,700
Grand Marais,108.69,4.5,20053,F,NA,294,200
